,Region,Sub-Region,Commodity,Supply
1606,Oromia,West Harerge,Green peppers,
1607,Oromia,West Harerge,Red peppers,221690.08
1608,Oromia,West Harerge,Swiss chard,
1609,Oromia,West Harerge,Carrots,
1610,Oromia,West Harerge,Onions,12261.05
1611,Oromia,West Harerge,Potatoes,
1612,Oromia,West Harerge,Garlic,
1613,Oromia,West Harerge,Taro / 'Godere',
1614,Oromia,West Harerge,Sweet potatoes,1017462.89
1615,Oromia,West Harerge,Avocados,
1616,Oromia,West Harerge,Banana,
1617,Oromia,West Harerge,Guava,65655.09
1618,Oromia,West Harerge,Lemons,
1619,Oromia,West Harerge,Mangoes,
1620,Oromia,West Harerge,Oranges,
1621,Oromia,West Harerge,Papaya,
1622,Oromia,West Harerge,Pineapple,
1623,Oromia,West Harerge,Hop,74620.15
1624,Oromia,West Harerge,Enset,
1625,Oromia,West Harerge,Roses,
1626,Oromia,West Harerge,Sorghum,
1627,Oromia,West Harerge,Sesame,
1628,Oromia,West Harerge,Beetroot,
1629,Oromia,West Harerge,Hops,
1630,Oromia,West Harerge,Sugar cane,
1631,Oromia,West Harerge,Enset,
1632,Oromia,East Harerge,Teff,
1633,Oromia,East Harerge,Barley,81840.95
1634,Oromia,East Harerge,wheat,245775.18
1635,Oromia,East Harerge,Maize,2199279.46
1636,Oromia,East Harerge,Sorghum,2789427.63
1637,Oromia,East Harerge,Finger Millet,
1638,Oromia,East Harerge,Oats,
1639,Oromia,East Harerge,Rice,
1640,Oromia,East Harerge,Faba Beans,44605.61
1641,Oromia,East Harerge,Field Peas,
1642,Oromia,East Harerge,Haricot beans,6877.21
1643,Oromia,East Harerge,Chick-Peas,
1644,Oromia,East Harerge,Lentils,
1645,Oromia,East Harerge,Grass Peas,
1646,Oromia,East Harerge,Soybeans,
1647,Oromia,East Harerge,Fenugreek,
1648,Oromia,East Harerge,Gibto,
1649,Oromia,East Harerge,Niger Seeds,
1650,Oromia,East Harerge,Groundnut,344177.53
1651,Oromia,East Harerge,Sunflower,
1652,Oromia,East Harerge,Sesame Seeds,
1653,Oromia,East Harerge,Lettuce,
1654,Oromia,East Harerge,Head cabbage,
1655,Oromia,East Harerge,Eth. Cabbage,
1656,Oromia,East Harerge,Tomatoes,
1657,Oromia,East Harerge,Green peppers,
1658,Oromia,East Harerge,Red peppers,
1659,Oromia,East Harerge,Swiss chard,
1660,Oromia,East Harerge,Carrots,
1661,Oromia,East Harerge,Onions,76059.04
1662,Oromia,East Harerge,Potatoes,150589.47
1663,Oromia,East Harerge,Garlic,
1664,Oromia,East Harerge,Taro / 'Godere',
1665,Oromia,East Harerge,Sweet potatoes,3366476.63
1666,Oromia,East Harerge,Avocados,
1667,Oromia,East Harerge,Banana,
1668,Oromia,East Harerge,Guava,112085.44
1669,Oromia,East Harerge,Lemons,
1670,Oromia,East Harerge,Mangoes,
1671,Oromia,East Harerge,Oranges,
1672,Oromia,East Harerge,Papaya,
1673,Oromia,East Harerge,Pineapple,
1674,Oromia,East Harerge,Hop,32919.29
1675,Oromia,East Harerge,Enset,
1676,Oromia,East Harerge,Roses,
1677,Oromia,East Harerge,Sorghum,
1678,Oromia,East Harerge,Sesame,
1679,Oromia,East Harerge,Beetroot,
1680,Oromia,East Harerge,Hops,
1681,Oromia,East Harerge,Sugar cane,
1682,Oromia,East Harerge,Enset,
1683,Oromia,Bale,Teff,850550.18
1684,Oromia,Bale,Barley,655989.82
1685,Oromia,Bale,wheat,4561911.12
1686,Oromia,Bale,Maize,647834.76
1687,Oromia,Bale,Sorghum,183563.53
1688,Oromia,Bale,Finger Millet,
1689,Oromia,Bale,Oats,126672.42
1690,Oromia,Bale,Rice,
1691,Oromia,Bale,Faba Beans,213727.49
1692,Oromia,Bale,Field Peas,99663.73
1693,Oromia,Bale,Haricot beans,
1694,Oromia,Bale,Chick-Peas,
1695,Oromia,Bale,Lentils,
1696,Oromia,Bale,Grass Peas,
1697,Oromia,Bale,Soybeans,
1698,Oromia,Bale,Fenugreek,
1699,Oromia,Bale,Gibto,
1700,Oromia,Bale,Niger Seeds,
1701,Oromia,Bale,Groundnut,
1702,Oromia,Bale,Sunflower,
1703,Oromia,Bale,Sesame Seeds,
1704,Oromia,Bale,Lettuce,
1705,Oromia,Bale,Head cabbage,
1706,Oromia,Bale,Eth. Cabbage,36524.67
1707,Oromia,Bale,Tomatoes,
1708,Oromia,Bale,Green peppers,
1709,Oromia,Bale,Red peppers,
1710,Oromia,Bale,Swiss chard,
1711,Oromia,Bale,Carrots,
1712,Oromia,Bale,Onions,
1713,Oromia,Bale,Potatoes,
1714,Oromia,Bale,Garlic,
1715,Oromia,Bale,Taro / 'Godere',
1716,Oromia,Bale,Sweet potatoes,
1717,Oromia,Bale,Avocados,
1718,Oromia,Bale,Banana,23883.94
1719,Oromia,Bale,Guava,88909.22
1720,Oromia,Bale,Lemons,
1721,Oromia,Bale,Mangoes,
1722,Oromia,Bale,Oranges,31240.78
1723,Oromia,Bale,Papaya,
1724,Oromia,Bale,Pineapple,
1725,Oromia,Bale,Hop,127874.43
1726,Oromia,Bale,Enset,1162211
1727,Oromia,Bale,Roses,
1728,Oromia,Bale,Sorghum,
1729,Oromia,Bale,Sesame,
1730,Oromia,Bale,Beetroot,
1731,Oromia,Bale,Hops,
1732,Oromia,Bale,Sugar cane,
1733,Oromia,Bale,Enset,
1734,Oromia,Borena,Teff,
1735,Oromia,Borena,Barley,
1736,Oromia,Borena,wheat,
1737,Oromia,Borena,Maize,89120.89
1738,Oromia,Borena,Sorghum,
1739,Oromia,Borena,Finger Millet,
1740,Oromia,Borena,Oats,
1741,Oromia,Borena,Rice,
1742,Oromia,Borena,Faba Beans,
1743,Oromia,Borena,Field Peas,
1744,Oromia,Borena,Haricot beans,57716.15
1745,Oromia,Borena,Chick-Peas,
1746,Oromia,Borena,Lentils,
1747,Oromia,Borena,Grass Peas,
1748,Oromia,Borena,Soybeans,
1749,Oromia,Borena,Fenugreek,
1750,Oromia,Borena,Gibto,
1751,Oromia,Borena,Niger Seeds,
1752,Oromia,Borena,Groundnut,
1753,Oromia,Borena,Sunflower,
1754,Oromia,Borena,Sesame Seeds,
1755,Oromia,Borena,Lettuce,
1756,Oromia,Borena,Head cabbage,
1757,Oromia,Borena,Eth. Cabbage,
1758,Oromia,Borena,Tomatoes,
1759,Oromia,Borena,Green peppers,
1760,Oromia,Borena,Red peppers,
1761,Oromia,Borena,Swiss chard,
1762,Oromia,Borena,Carrots,
1763,Oromia,Borena,Onions,
1764,Oromia,Borena,Potatoes,
1765,Oromia,Borena,Garlic,
1766,Oromia,Borena,Taro / 'Godere',
1767,Oromia,Borena,Sweet potatoes,
1768,Oromia,Borena,Avocados,
1769,Oromia,Borena,Banana,
1770,Oromia,Borena,Guava,
1771,Oromia,Borena,Lemons,
1772,Oromia,Borena,Mangoes,
1773,Oromia,Borena,Oranges,
1774,Oromia,Borena,Papaya,
1775,Oromia,Borena,Pineapple,
1776,Oromia,Borena,Hop,
1777,Oromia,Borena,Enset,
1778,Oromia,Borena,Roses,
1779,Oromia,Borena,Sorghum,
1780,Oromia,Borena,Sesame,
1781,Oromia,Borena,Beetroot,
1782,Oromia,Borena,Hops,
1783,Oromia,Borena,Sugar cane,
1784,Oromia,Borena,Enset,
1785,Oromia,South-West Shewa,Teff,3575194.23
1786,Oromia,South-West Shewa,Barley,799085.92
1787,Oromia,South-West Shewa,wheat,2291792.78
1788,Oromia,South-West Shewa,Maize,1335147.71
1789,Oromia,South-West Shewa,Sorghum,107069.24
1790,Oromia,South-West Shewa,Finger Millet,
1791,Oromia,South-West Shewa,Oats,
1792,Oromia,South-West Shewa,Rice,
1793,Oromia,South-West Shewa,Faba Beans,551683.41
1794,Oromia,South-West Shewa,Field Peas,107665.65
1795,Oromia,South-West Shewa,Haricot beans,
1796,Oromia,South-West Shewa,Chick-Peas,765012.94
1797,Oromia,South-West Shewa,Lentils,
1798,Oromia,South-West Shewa,Grass Peas,
1799,Oromia,South-West Shewa,Soybeans,
1800,Oromia,South-West Shewa,Fenugreek,
1801,Oromia,South-West Shewa,Gibto,
1802,Oromia,South-West Shewa,Niger Seeds,
1803,Oromia,South-West Shewa,Groundnut,
1804,Oromia,South-West Shewa,Sunflower,
1805,Oromia,South-West Shewa,Sesame Seeds,
1806,Oromia,South-West Shewa,Lettuce,
1807,Oromia,South-West Shewa,Head cabbage,
1808,Oromia,South-West Shewa,Eth. Cabbage,60435.98
1809,Oromia,South-West Shewa,Tomatoes,
1810,Oromia,South-West Shewa,Green peppers,6995.09
1811,Oromia,South-West Shewa,Red peppers,
1812,Oromia,South-West Shewa,Swiss chard,
1813,Oromia,South-West Shewa,Carrots,
1814,Oromia,South-West Shewa,Onions,
1815,Oromia,South-West Shewa,Potatoes,
1816,Oromia,South-West Shewa,Garlic,5342.11
1817,Oromia,South-West Shewa,Taro / 'Godere',
1818,Oromia,South-West Shewa,Sweet potatoes,
1819,Oromia,South-West Shewa,Avocados,
1820,Oromia,South-West Shewa,Banana,16370.04
1821,Oromia,South-West Shewa,Guava,17786.91
1822,Oromia,South-West Shewa,Lemons,
1823,Oromia,South-West Shewa,Mangoes,
1824,Oromia,South-West Shewa,Oranges,6354.67
1825,Oromia,South-West Shewa,Papaya,4473.84
1826,Oromia,South-West Shewa,Pineapple,2701.98
1827,Oromia,South-West Shewa,Hop,3396.95
1828,Oromia,South-West Shewa,Enset,969188.6
1829,Oromia,South-West Shewa,Roses,
1830,Oromia,South-West Shewa,Sorghum,
1831,Oromia,South-West Shewa,Sesame,
1832,Oromia,South-West Shewa,Beetroot,
1833,Oromia,South-West Shewa,Hops,
1834,Oromia,South-West Shewa,Sugar cane,
1835,Oromia,South-West Shewa,Enset,
1836,Oromia,Guji,Teff,717973.16
1837,Oromia,Guji,Barley,434649.54
1838,Oromia,Guji,wheat,
1839,Oromia,Guji,Maize,1431660.82
1840,Oromia,Guji,Sorghum,
1841,Oromia,Guji,Finger Millet,
1842,Oromia,Guji,Oats,
1843,Oromia,Guji,Rice,
1844,Oromia,Guji,Faba Beans,250731.58
1845,Oromia,Guji,Field Peas,
1846,Oromia,Guji,Haricot beans,235293.67
1847,Oromia,Guji,Chick-Peas,
1848,Oromia,Guji,Lentils,
1849,Oromia,Guji,Grass Peas,
1850,Oromia,Guji,Soybeans,
1851,Oromia,Guji,Fenugreek,
1852,Oromia,Guji,Gibto,
1853,Oromia,Guji,Niger Seeds,
1854,Oromia,Guji,Groundnut,
1855,Oromia,Guji,Sunflower,
1856,Oromia,Guji,Sesame Seeds,
1857,Oromia,Guji,Lettuce,
1858,Oromia,Guji,Head cabbage,
1859,Oromia,Guji,Eth. Cabbage,141670.52
1860,Oromia,Guji,Tomatoes,
1861,Oromia,Guji,Green peppers,
1862,Oromia,Guji,Red peppers,
1863,Oromia,Guji,Swiss chard,
1864,Oromia,Guji,Carrots,
1865,Oromia,Guji,Onions,
1866,Oromia,Guji,Potatoes,
1867,Oromia,Guji,Garlic,
1868,Oromia,Guji,Taro / 'Godere',
1869,Oromia,Guji,Sweet potatoes,
1870,Oromia,Guji,Avocados,
1871,Oromia,Guji,Banana,80670.25
1872,Oromia,Guji,Guava,178020.5
1873,Oromia,Guji,Lemons,
1874,Oromia,Guji,Mangoes,
1875,Oromia,Guji,Oranges,
1876,Oromia,Guji,Papaya,
1877,Oromia,Guji,Pineapple,
1878,Oromia,Guji,Hop,231443.94
1879,Oromia,Guji,Enset,7641662.29
1880,Oromia,Guji,Roses,
1881,Oromia,Guji,Sorghum,
1882,Oromia,Guji,Sesame,
1883,Oromia,Guji,Beetroot,
1884,Oromia,Guji,Hops,
1885,Oromia,Guji,Sugar cane,
1886,Oromia,Guji,Enset,
1887,Oromia,West Guji,Teff,
1888,Oromia,West Guji,Barley,
1889,Oromia,West Guji,wheat,
1890,Oromia,West Guji,Maize,378800.07
1891,Oromia,West Guji,Sorghum,
1892,Oromia,West Guji,Finger Millet,
1893,Oromia,West Guji,Oats,
1894,Oromia,West Guji,Rice,
1895,Oromia,West Guji,Faba Beans,
1896,Oromia,West Guji,Field Peas,
1897,Oromia,West Guji,Haricot beans,93251.49
1898,Oromia,West Guji,Chick-Peas,
1899,Oromia,West Guji,Lentils,
1900,Oromia,West Guji,Grass Peas,
1901,Oromia,West Guji,Soybeans,
1902,Oromia,West Guji,Fenugreek,
1903,Oromia,West Guji,Gibto,
1904,Oromia,West Guji,Niger Seeds,
1905,Oromia,West Guji,Groundnut,
1906,Oromia,West Guji,Sunflower,
1907,Oromia,West Guji,Sesame Seeds,
1908,Oromia,West Guji,Lettuce,
1909,Oromia,West Guji,Head cabbage,
1910,Oromia,West Guji,Eth. Cabbage,323950
1911,Oromia,West Guji,Tomatoes,
1912,Oromia,West Guji,Green peppers,
1913,Oromia,West Guji,Red peppers,
1914,Oromia,West Guji,Swiss chard,
1915,Oromia,West Guji,Carrots,
1916,Oromia,West Guji,Onions,
1917,Oromia,West Guji,Potatoes,
1918,Oromia,West Guji,Garlic,
1919,Oromia,West Guji,Taro / 'Godere',
1920,Oromia,West Guji,Sweet potatoes,
1921,Oromia,West Guji,Avocados,
1922,Oromia,West Guji,Banana,
1923,Oromia,West Guji,Guava,168274.04
1924,Oromia,West Guji,Lemons,
1925,Oromia,West Guji,Mangoes,
1926,Oromia,West Guji,Oranges,
1927,Oromia,West Guji,Papaya,
1928,Oromia,West Guji,Pineapple,
1929,Oromia,West Guji,Hop,458249.12
1930,Oromia,West Guji,Enset,12812789.11
1931,Oromia,West Guji,Roses,
1932,Oromia,West Guji,Sorghum,
1933,Oromia,West Guji,Sesame,
1934,Oromia,West Guji,Beetroot,
1935,Oromia,West Guji,Hops,
1936,Oromia,West Guji,Sugar cane,
1937,Oromia,West Guji,Enset,
1938,Oromia,Kelem Welega,Teff,
1939,Oromia,Kelem Welega,Barley,
1940,Oromia,Kelem Welega,wheat,
1941,Oromia,Kelem Welega,Maize,2985884.25
1942,Oromia,Kelem Welega,Sorghum,1115179.01
1943,Oromia,Kelem Welega,Finger Millet,640967.25
1944,Oromia,Kelem Welega,Oats,
1945,Oromia,Kelem Welega,Rice,
1946,Oromia,Kelem Welega,Faba Beans,
1947,Oromia,Kelem Welega,Field Peas,
1948,Oromia,Kelem Welega,Haricot beans,184480.49
1949,Oromia,Kelem Welega,Chick-Peas,
1950,Oromia,Kelem Welega,Lentils,
1951,Oromia,Kelem Welega,Grass Peas,
1952,Oromia,Kelem Welega,Soybeans,
1953,Oromia,Kelem Welega,Fenugreek,
1954,Oromia,Kelem Welega,Gibto,
1955,Oromia,Kelem Welega,Niger Seeds,
1956,Oromia,Kelem Welega,Groundnut,
1957,Oromia,Kelem Welega,Sunflower,
1958,Oromia,Kelem Welega,Sesame Seeds,
1959,Oromia,Kelem Welega,Lettuce,
1960,Oromia,Kelem Welega,Head cabbage,4706.64
1961,Oromia,Kelem Welega,Eth. Cabbage,
1962,Oromia,Kelem Welega,Tomatoes,
1963,Oromia,Kelem Welega,Green peppers,
1964,Oromia,Kelem Welega,Red peppers,
1965,Oromia,Kelem Welega,Swiss chard,
1966,Oromia,Kelem Welega,Carrots,
1967,Oromia,Kelem Welega,Onions,
1968,Oromia,Kelem Welega,Potatoes,
1969,Oromia,Kelem Welega,Garlic,
1970,Oromia,Kelem Welega,Taro / 'Godere',37834.96
1971,Oromia,Kelem Welega,Sweet potatoes,
1972,Oromia,Kelem Welega,Avocados,
1973,Oromia,Kelem Welega,Banana,14261.74
1974,Oromia,Kelem Welega,Guava,113405.85
1975,Oromia,Kelem Welega,Lemons,519.31
1976,Oromia,Kelem Welega,Mangoes,
1977,Oromia,Kelem Welega,Oranges,38290.43
1978,Oromia,Kelem Welega,Papaya,
1979,Oromia,Kelem Welega,Pineapple,40895.81
1980,Oromia,Kelem Welega,Hop,293891.73
1981,Oromia,Kelem Welega,Enset,28886.22
1982,Oromia,Kelem Welega,Roses,
1983,Oromia,Kelem Welega,Sorghum,
1984,Oromia,Kelem Welega,Sesame,
1985,Oromia,Kelem Welega,Beetroot,
1986,Oromia,Kelem Welega,Hops,
1987,Oromia,Kelem Welega,Sugar cane,
1988,Oromia,Kelem Welega,Enset,
1989,Oromia,Horo Guduru Welega,Teff,1710963.61
1990,Oromia,Horo Guduru Welega,Barley,356626.28
1991,Oromia,Horo Guduru Welega,wheat,891584.57
1992,Oromia,Horo Guduru Welega,Maize,3756036.92
1993,Oromia,Horo Guduru Welega,Sorghum,
1994,Oromia,Horo Guduru Welega,Finger Millet,
1995,Oromia,Horo Guduru Welega,Oats,
1996,Oromia,Horo Guduru Welega,Rice,
1997,Oromia,Horo Guduru Welega,Faba Beans,150941.79
1998,Oromia,Horo Guduru Welega,Field Peas,161178.73
1999,Oromia,Horo Guduru Welega,Haricot beans,
2000,Oromia,Horo Guduru Welega,Chick-Peas,
2001,Oromia,Horo Guduru Welega,Lentils,
2002,Oromia,Horo Guduru Welega,Grass Peas,
2003,Oromia,Horo Guduru Welega,Soybeans,
2004,Oromia,Horo Guduru Welega,Fenugreek,968.72
2005,Oromia,Horo Guduru Welega,Gibto,
2006,Oromia,Horo Guduru Welega,Niger Seeds,388095.44
2007,Oromia,Horo Guduru Welega,Groundnut,
2008,Oromia,Horo Guduru Welega,Sunflower,
2009,Oromia,Horo Guduru Welega,Sesame Seeds,
2010,Oromia,Horo Guduru Welega,Lettuce,
2011,Oromia,Horo Guduru Welega,Head cabbage,
2012,Oromia,Horo Guduru Welega,Eth. Cabbage,11590.93
2013,Oromia,Horo Guduru Welega,Tomatoes,
2014,Oromia,Horo Guduru Welega,Green peppers,7273
2015,Oromia,Horo Guduru Welega,Red peppers,
2016,Oromia,Horo Guduru Welega,Swiss chard,58.93
2017,Oromia,Horo Guduru Welega,Carrots,375.63
2018,Oromia,Horo Guduru Welega,Onions,3154.72
2019,Oromia,Horo Guduru Welega,Potatoes,35465.63
2020,Oromia,Horo Guduru Welega,Garlic,5102.8
2021,Oromia,Horo Guduru Welega,Taro / 'Godere',
2022,Oromia,Horo Guduru Welega,Sweet potatoes,
2023,Oromia,Horo Guduru Welega,Avocados,
2024,Oromia,Horo Guduru Welega,Banana,
2025,Oromia,Horo Guduru Welega,Guava,5192.87
2026,Oromia,Horo Guduru Welega,Lemons,
2027,Oromia,Horo Guduru Welega,Mangoes,426.81
2028,Oromia,Horo Guduru Welega,Oranges,
2029,Oromia,Horo Guduru Welega,Papaya,
2030,Oromia,Horo Guduru Welega,Pineapple,
2031,Oromia,Horo Guduru Welega,Hop,
2032,Oromia,Horo Guduru Welega,Enset,
2033,Oromia,Horo Guduru Welega,Roses,
2034,Oromia,Horo Guduru Welega,Sorghum,
2035,Oromia,Horo Guduru Welega,Sesame,
2036,Oromia,Horo Guduru Welega,Beetroot,
2037,Oromia,Horo Guduru Welega,Hops,
2038,Oromia,Horo Guduru Welega,Sugar cane,
2039,Oromia,Horo Guduru Welega,Enset,
2040,Oromia,West Arsi,Teff,328493.4
2041,Oromia,West Arsi,Barley,2219882.39
2042,Oromia,West Arsi,wheat,4183076.57
2043,Oromia,West Arsi,Maize,3202208.08
2044,Oromia,West Arsi,Sorghum,
2045,Oromia,West Arsi,Finger Millet,113523.56
2046,Oromia,West Arsi,Oats,
2047,Oromia,West Arsi,Rice,
2048,Oromia,West Arsi,Faba Beans,
2049,Oromia,West Arsi,Field Peas,
2050,Oromia,West Arsi,Haricot beans,278446.44
2051,Oromia,West Arsi,Chick-Peas,
2052,Oromia,West Arsi,Lentils,
2053,Oromia,West Arsi,Grass Peas,
2054,Oromia,West Arsi,Soybeans,
2055,Oromia,West Arsi,Fenugreek,
2056,Oromia,West Arsi,Gibto,
2057,Oromia,West Arsi,Niger Seeds,
2058,Oromia,West Arsi,Groundnut,
2059,Oromia,West Arsi,Sunflower,
2060,Oromia,West Arsi,Sesame Seeds,
2061,Oromia,West Arsi,Lettuce,
2062,Oromia,West Arsi,Head cabbage,
2063,Oromia,West Arsi,Eth. Cabbage,207541.84
2064,Oromia,West Arsi,Tomatoes,
2065,Oromia,West Arsi,Green peppers,
2066,Oromia,West Arsi,Red peppers,
2067,Oromia,West Arsi,Swiss chard,
2068,Oromia,West Arsi,Carrots,
2069,Oromia,West Arsi,Onions,
2070,Oromia,West Arsi,Potatoes,2458790.81
2071,Oromia,West Arsi,Garlic,53887.64
2072,Oromia,West Arsi,Taro / 'Godere',
2073,Oromia,West Arsi,Sweet potatoes,
2074,Oromia,West Arsi,Avocados,
2075,Oromia,West Arsi,Banana,
2076,Oromia,West Arsi,Guava,
2077,Oromia,West Arsi,Lemons,
2078,Oromia,West Arsi,Mangoes,
2079,Oromia,West Arsi,Oranges,
2080,Oromia,West Arsi,Papaya,
2081,Oromia,West Arsi,Pineapple,
2082,Oromia,West Arsi,Hop,
2083,Oromia,West Arsi,Enset,12291504.98
2084,Oromia,West Arsi,Roses,
2085,Oromia,West Arsi,Sorghum,
2086,Oromia,West Arsi,Sesame,
2087,Oromia,West Arsi,Beetroot,
2088,Oromia,West Arsi,Hops,
2089,Oromia,West Arsi,Sugar cane,
2090,Oromia,West Arsi,Enset,
2091,Oromia,Buno Bedele,Teff,1151170.16
2092,Oromia,Buno Bedele,Barley,115186.8
2093,Oromia,Buno Bedele,wheat,49907.88
2094,Oromia,Buno Bedele,Maize,2673906.42
2095,Oromia,Buno Bedele,Sorghum,460123.76
2096,Oromia,Buno Bedele,Finger Millet,84542.7
2097,Oromia,Buno Bedele,Oats,
2098,Oromia,Buno Bedele,Rice,49149.91
2099,Oromia,Buno Bedele,Faba Beans,69886.97
2100,Oromia,Buno Bedele,Field Peas,
2101,Oromia,Buno Bedele,Haricot beans,17358.92
2102,Oromia,Buno Bedele,Chick-Peas,
2103,Oromia,Buno Bedele,Lentils,
2104,Oromia,Buno Bedele,Grass Peas,
2105,Oromia,Buno Bedele,Soybeans,
2106,Oromia,Buno Bedele,Fenugreek,563.76
2107,Oromia,Buno Bedele,Gibto,
2108,Oromia,Buno Bedele,Niger Seeds,44654.1
2109,Oromia,Buno Bedele,Groundnut,
2110,Oromia,Buno Bedele,Sunflower,
2111,Oromia,Buno Bedele,Sesame Seeds,
2112,Oromia,Buno Bedele,Lettuce,
2113,Oromia,Buno Bedele,Head cabbage,4205.28
2114,Oromia,Buno Bedele,Eth. Cabbage,
2115,Oromia,Buno Bedele,Tomatoes,
2116,Oromia,Buno Bedele,Green peppers,
2117,Oromia,Buno Bedele,Red peppers,
2118,Oromia,Buno Bedele,Swiss chard,
2119,Oromia,Buno Bedele,Carrots,
2120,Oromia,Buno Bedele,Onions,
2121,Oromia,Buno Bedele,Potatoes,
2122,Oromia,Buno Bedele,Garlic,981.87
2123,Oromia,Buno Bedele,Taro / 'Godere',27173.21
2124,Oromia,Buno Bedele,Sweet potatoes,273780.99
2125,Oromia,Buno Bedele,Avocados,
2126,Oromia,Buno Bedele,Banana,21995.22
2127,Oromia,Buno Bedele,Guava,159527.77
2128,Oromia,Buno Bedele,Lemons,
2129,Oromia,Buno Bedele,Mangoes,
2130,Oromia,Buno Bedele,Oranges,28787.27
2131,Oromia,Buno Bedele,Papaya,2753.76
2132,Oromia,Buno Bedele,Pineapple,6892.58
2133,Oromia,Buno Bedele,Hop,177769.9
2134,Oromia,Buno Bedele,Enset,103186.67
2135,Oromia,Buno Bedele,Roses,
2136,Oromia,Buno Bedele,Sorghum,
2137,Oromia,Buno Bedele,Sesame,
2138,Oromia,Buno Bedele,Beetroot,
2139,Oromia,Buno Bedele,Hops,
2140,Oromia,Buno Bedele,Sugar cane,
2141,Oromia,Buno Bedele,Enset,
2142,Oromia,Finfinne Zuria Special Zone,Teff,886987.43
2143,Oromia,Finfinne Zuria Special Zone,Barley,610470.07
2144,Oromia,Finfinne Zuria Special Zone,wheat,1075243.73
2145,Oromia,Finfinne Zuria Special Zone,Maize,
2146,Oromia,Finfinne Zuria Special Zone,Sorghum,
2147,Oromia,Finfinne Zuria Special Zone,Finger Millet,
2148,Oromia,Finfinne Zuria Special Zone,Oats,
2149,Oromia,Finfinne Zuria Special Zone,Rice,
2150,Oromia,Finfinne Zuria Special Zone,Faba Beans,105129.44
2151,Oromia,Finfinne Zuria Special Zone,Field Peas,33410.53
2152,Oromia,Finfinne Zuria Special Zone,Haricot beans,
2153,Oromia,Finfinne Zuria Special Zone,Chick-Peas,170903.46
2154,Oromia,Finfinne Zuria Special Zone,Lentils,
2155,Oromia,Finfinne Zuria Special Zone,Grass Peas,178540.27
2156,Oromia,Finfinne Zuria Special Zone,Soybeans,
2157,Oromia,Finfinne Zuria Special Zone,Fenugreek,
2158,Oromia,Finfinne Zuria Special Zone,Gibto,
2159,Oromia,Finfinne Zuria Special Zone,Niger Seeds,
2160,Oromia,Finfinne Zuria Special Zone,Groundnut,
2161,Oromia,Finfinne Zuria Special Zone,Sunflower,
2162,Oromia,Finfinne Zuria Special Zone,Sesame Seeds,
2163,Oromia,Finfinne Zuria Special Zone,Lettuce,
2164,Oromia,Finfinne Zuria Special Zone,Head cabbage,
2165,Oromia,Finfinne Zuria Special Zone,Eth. Cabbage,59005.8
2166,Oromia,Finfinne Zuria Special Zone,Tomatoes,
2167,Oromia,Finfinne Zuria Special Zone,Green peppers,241.48
2168,Oromia,Finfinne Zuria Special Zone,Red peppers,
2169,Oromia,Finfinne Zuria Special Zone,Swiss chard,
2170,Oromia,Finfinne Zuria Special Zone,Carrots,
2171,Oromia,Finfinne Zuria Special Zone,Onions,
2172,Oromia,Finfinne Zuria Special Zone,Potatoes,
2173,Oromia,Finfinne Zuria Special Zone,Garlic,17945.93
2174,Oromia,Finfinne Zuria Special Zone,Taro / 'Godere',
2175,Oromia,Finfinne Zuria Special Zone,Sweet potatoes,
2176,Oromia,Finfinne Zuria Special Zone,Avocados,
2177,Oromia,Finfinne Zuria Special Zone,Banana,
2178,Oromia,Finfinne Zuria Special Zone,Guava,
2179,Oromia,Finfinne Zuria Special Zone,Lemons,
2180,Oromia,Finfinne Zuria Special Zone,Mangoes,
2181,Oromia,Finfinne Zuria Special Zone,Oranges,
2182,Oromia,Finfinne Zuria Special Zone,Papaya,
2183,Oromia,Finfinne Zuria Special Zone,Pineapple,
2184,Oromia,Finfinne Zuria Special Zone,Hop,
2185,Oromia,Finfinne Zuria Special Zone,Enset,63665.03
2186,Oromia,Finfinne Zuria Special Zone,Roses,
2187,Oromia,Finfinne Zuria Special Zone,Sorghum,
2188,Oromia,Finfinne Zuria Special Zone,Sesame,
2189,Oromia,Finfinne Zuria Special Zone,Beetroot,
2190,Oromia,Finfinne Zuria Special Zone,Hops,
2191,Oromia,Finfinne Zuria Special Zone,Sugar cane,
2192,Oromia,Finfinne Zuria Special Zone,Enset,
2193,Oromia,East Bale,Teff,228773.75
2194,Oromia,East Bale,Barley,96568.52
2195,Oromia,East Bale,wheat,2340444.76
2196,Oromia,East Bale,Maize,461159.12
2197,Oromia,East Bale,Sorghum,172974.15
2198,Oromia,East Bale,Finger Millet,
2199,Oromia,East Bale,Oats,
2200,Oromia,East Bale,Rice,
2201,Oromia,East Bale,Faba Beans,
2202,Oromia,East Bale,Field Peas,30498.65
2203,Oromia,East Bale,Haricot beans,
2204,Oromia,East Bale,Chick-Peas,
2205,Oromia,East Bale,Lentils,
2206,Oromia,East Bale,Grass Peas,
2207,Oromia,East Bale,Soybeans,
2208,Oromia,East Bale,Fenugreek,
2209,Oromia,East Bale,Gibto,
2210,Oromia,East Bale,Niger Seeds,
2211,Oromia,East Bale,Groundnut,
2212,Oromia,East Bale,Sunflower,
2213,Oromia,East Bale,Sesame Seeds,
2214,Oromia,East Bale,Lettuce,
2215,Oromia,East Bale,Head cabbage,
2216,Oromia,East Bale,Eth. Cabbage,
2217,Oromia,East Bale,Tomatoes,
