,Region,Sub-Region,Commodity,Supply
2870,Benishangul-Gumuz Region,Assosa,Soybeans,99238.95
2871,Benishangul-Gumuz Region,Assosa,Fenugreek,
2872,Benishangul-Gumuz Region,Assosa,Gibto,
2873,Benishangul-Gumuz Region,Assosa,Niger Seeds,
2874,Benishangul-Gumuz Region,Assosa,Groundnut,23656.39
2875,Benishangul-Gumuz Region,Assosa,Sunflower,
2876,Benishangul-Gumuz Region,Assosa,Sesame Seeds,
2877,Benishangul-Gumuz Region,Assosa,Lettuce,
2878,Benishangul-Gumuz Region,Assosa,Head cabbage,
2879,Benishangul-Gumuz Region,Assosa,Eth. Cabbage,
2880,Benishangul-Gumuz Region,Assosa,Tomatoes,
2881,Benishangul-Gumuz Region,Assosa,Green peppers,
2882,Benishangul-Gumuz Region,Assosa,Red peppers,14714.29
2883,Benishangul-Gumuz Region,Assosa,Swiss chard,
2884,Benishangul-Gumuz Region,Assosa,Carrots,
2885,Benishangul-Gumuz Region,Assosa,Onions,
2886,Benishangul-Gumuz Region,Assosa,Potatoes,
2887,Benishangul-Gumuz Region,Assosa,Garlic,
2888,Benishangul-Gumuz Region,Assosa,Taro / 'Godere',
2889,Benishangul-Gumuz Region,Assosa,Sweet potatoes,
2890,Benishangul-Gumuz Region,Assosa,Avocados,
2891,Benishangul-Gumuz Region,Assosa,Banana,
2892,Benishangul-Gumuz Region,Assosa,Guava,9355.6
2893,Benishangul-Gumuz Region,Assosa,Lemons,
2894,Benishangul-Gumuz Region,Assosa,Mangoes,678.62
2895,Benishangul-Gumuz Region,Assosa,Oranges,17723.66
2896,Benishangul-Gumuz Region,Assosa,Papaya,937.84
2897,Benishangul-Gumuz Region,Assosa,Pineapple,1885.78
2898,Benishangul-Gumuz Region,Assosa,Hop,148.69
2899,Benishangul-Gumuz Region,Assosa,Enset,
2900,Benishangul-Gumuz Region,Assosa,Roses,
2901,Benishangul-Gumuz Region,Assosa,Sorghum,
2902,Benishangul-Gumuz Region,Assosa,Sesame,
2903,Benishangul-Gumuz Region,Assosa,Beetroot,
2904,Benishangul-Gumuz Region,Assosa,Hops,
2905,Benishangul-Gumuz Region,Assosa,Sugar cane,
2906,Benishangul-Gumuz Region,Assosa,Enset,
2907,Benishangul-Gumuz Region,Kemashi,Teff,
2908,Benishangul-Gumuz Region,Kemashi,Barley,
2909,Benishangul-Gumuz Region,Kemashi,wheat,
2910,Benishangul-Gumuz Region,Kemashi,Maize,
2911,Benishangul-Gumuz Region,Kemashi,Sorghum,175251.01
2912,Benishangul-Gumuz Region,Kemashi,Finger Millet,
2913,Benishangul-Gumuz Region,Kemashi,Oats,
2914,Benishangul-Gumuz Region,Kemashi,Rice,
2915,Benishangul-Gumuz Region,Kemashi,Faba Beans,
2916,Benishangul-Gumuz Region,Kemashi,Field Peas,
2917,Benishangul-Gumuz Region,Kemashi,Haricot beans,
2918,Benishangul-Gumuz Region,Kemashi,Chick-Peas,
2919,Benishangul-Gumuz Region,Kemashi,Lentils,
2920,Benishangul-Gumuz Region,Kemashi,Grass Peas,
2921,Benishangul-Gumuz Region,Kemashi,Soybeans,
2922,Benishangul-Gumuz Region,Kemashi,Fenugreek,
2923,Benishangul-Gumuz Region,Kemashi,Gibto,
2924,Benishangul-Gumuz Region,Kemashi,Niger Seeds,
2925,Benishangul-Gumuz Region,Kemashi,Groundnut,
2926,Benishangul-Gumuz Region,Kemashi,Sunflower,
2927,Benishangul-Gumuz Region,Kemashi,Sesame Seeds,17702.85
2928,Benishangul-Gumuz Region,Kemashi,Lettuce,
2929,Benishangul-Gumuz Region,Kemashi,Head cabbage,
2930,Benishangul-Gumuz Region,Kemashi,Eth. Cabbage,
2931,Benishangul-Gumuz Region,Kemashi,Tomatoes,
2932,Benishangul-Gumuz Region,Kemashi,Green peppers,
2933,Benishangul-Gumuz Region,Kemashi,Red peppers,
2934,Benishangul-Gumuz Region,Kemashi,Swiss chard,
2935,Benishangul-Gumuz Region,Kemashi,Carrots,
2936,Benishangul-Gumuz Region,Kemashi,Onions,
2937,Benishangul-Gumuz Region,Kemashi,Potatoes,
2938,Benishangul-Gumuz Region,Kemashi,Garlic,
2939,Benishangul-Gumuz Region,Kemashi,Taro / 'Godere',
2940,Benishangul-Gumuz Region,Kemashi,Sweet potatoes,1906.28
2941,Benishangul-Gumuz Region,Kemashi,Avocados,
2942,Benishangul-Gumuz Region,Kemashi,Banana,
2943,Benishangul-Gumuz Region,Kemashi,Guava,1906.28
2944,Benishangul-Gumuz Region,Kemashi,Lemons,
2945,Benishangul-Gumuz Region,Kemashi,Mangoes,
2946,Benishangul-Gumuz Region,Kemashi,Oranges,
2947,Benishangul-Gumuz Region,Kemashi,Papaya,647.27
2948,Benishangul-Gumuz Region,Kemashi,Pineapple,
2949,Benishangul-Gumuz Region,Kemashi,Hop,
2950,Benishangul-Gumuz Region,Kemashi,Enset,
2951,Benishangul-Gumuz Region,Kemashi,Roses,
2952,Benishangul-Gumuz Region,Kemashi,Sorghum,
2953,Benishangul-Gumuz Region,Kemashi,Sesame,
2954,Benishangul-Gumuz Region,Kemashi,Beetroot,
2955,Benishangul-Gumuz Region,Kemashi,Hops,
2956,Benishangul-Gumuz Region,Kemashi,Sugar cane,
2957,Benishangul-Gumuz Region,Kemashi,Enset,
2958,Benishangul-Gumuz Region,Mao Komo,Teff,9246.42
2959,Benishangul-Gumuz Region,Mao Komo,Barley,
2960,Benishangul-Gumuz Region,Mao Komo,wheat,13886.21
2961,Benishangul-Gumuz Region,Mao Komo,Maize,112012.3
2962,Benishangul-Gumuz Region,Mao Komo,Sorghum,66429.99
2963,Benishangul-Gumuz Region,Mao Komo,Finger Millet,6523.02
2964,Benishangul-Gumuz Region,Mao Komo,Oats,
2965,Benishangul-Gumuz Region,Mao Komo,Rice,
2966,Benishangul-Gumuz Region,Mao Komo,Faba Beans,579.09
2967,Benishangul-Gumuz Region,Mao Komo,Field Peas,
2968,Benishangul-Gumuz Region,Mao Komo,Haricot beans,8096.36
2969,Benishangul-Gumuz Region,Mao Komo,Chick-Peas,
2970,Benishangul-Gumuz Region,Mao Komo,Lentils,
2971,Benishangul-Gumuz Region,Mao Komo,Grass Peas,
2972,Benishangul-Gumuz Region,Mao Komo,Soybeans,
2973,Benishangul-Gumuz Region,Mao Komo,Fenugreek,
2974,Benishangul-Gumuz Region,Mao Komo,Gibto,
2975,Benishangul-Gumuz Region,Mao Komo,Niger Seeds,12352.45
2976,Benishangul-Gumuz Region,Mao Komo,Groundnut,7368.19
2977,Benishangul-Gumuz Region,Mao Komo,Sunflower,
2978,Benishangul-Gumuz Region,Mao Komo,Sesame Seeds,985.47
2979,Benishangul-Gumuz Region,Mao Komo,Lettuce,
2980,Benishangul-Gumuz Region,Mao Komo,Head cabbage,49.14
2981,Benishangul-Gumuz Region,Mao Komo,Eth. Cabbage,
2982,Benishangul-Gumuz Region,Mao Komo,Tomatoes,
2983,Benishangul-Gumuz Region,Mao Komo,Green peppers,
2984,Benishangul-Gumuz Region,Mao Komo,Red peppers,42.79
2985,Benishangul-Gumuz Region,Mao Komo,Swiss chard,
2986,Benishangul-Gumuz Region,Mao Komo,Carrots,
2987,Benishangul-Gumuz Region,Mao Komo,Onions,
2988,Benishangul-Gumuz Region,Mao Komo,Potatoes,
2989,Benishangul-Gumuz Region,Mao Komo,Garlic,
2990,Benishangul-Gumuz Region,Mao Komo,Taro / 'Godere',6513.82
2991,Benishangul-Gumuz Region,Mao Komo,Sweet potatoes,10029.74
2992,Benishangul-Gumuz Region,Mao Komo,Avocados,
2993,Benishangul-Gumuz Region,Mao Komo,Banana,
2994,Benishangul-Gumuz Region,Mao Komo,Guava,3947.14
2995,Benishangul-Gumuz Region,Mao Komo,Lemons,
2996,Benishangul-Gumuz Region,Mao Komo,Mangoes,32.24
2997,Benishangul-Gumuz Region,Mao Komo,Oranges,3490.53
2998,Benishangul-Gumuz Region,Mao Komo,Papaya,925.78
2999,Benishangul-Gumuz Region,Mao Komo,Pineapple,
3000,Benishangul-Gumuz Region,Mao Komo,Hop,3329.94
3001,Benishangul-Gumuz Region,Mao Komo,Enset,
3002,Benishangul-Gumuz Region,Mao Komo,Roses,
3003,Benishangul-Gumuz Region,Mao Komo,Sorghum,
3004,Benishangul-Gumuz Region,Mao Komo,Sesame,
3005,Benishangul-Gumuz Region,Mao Komo,Beetroot,
3006,Benishangul-Gumuz Region,Mao Komo,Hops,
3007,Benishangul-Gumuz Region,Mao Komo,Sugar cane,
3008,Benishangul-Gumuz Region,Mao Komo,Enset,
3009,Gambella Region,Agnuwak,Teff,
3010,Gambella Region,Agnuwak,Barley,
3011,Gambella Region,Agnuwak,wheat,
3012,Gambella Region,Agnuwak,Maize,18530.37
3013,Gambella Region,Agnuwak,Sorghum,
3014,Gambella Region,Agnuwak,Finger Millet,
3015,Gambella Region,Agnuwak,Oats,
3016,Gambella Region,Agnuwak,Rice,
3017,Gambella Region,Agnuwak,Faba Beans,
3018,Gambella Region,Agnuwak,Field Peas,
3019,Gambella Region,Agnuwak,Haricot beans,
3020,Gambella Region,Agnuwak,Chick-Peas,
3021,Gambella Region,Agnuwak,Lentils,
3022,Gambella Region,Agnuwak,Grass Peas,
3023,Gambella Region,Agnuwak,Soybeans,
3024,Gambella Region,Agnuwak,Fenugreek,
3025,Gambella Region,Agnuwak,Gibto,
3026,Gambella Region,Agnuwak,Niger Seeds,
3027,Gambella Region,Agnuwak,Groundnut,
3028,Gambella Region,Agnuwak,Sunflower,
3029,Gambella Region,Agnuwak,Sesame Seeds,
3030,Gambella Region,Agnuwak,Lettuce,
3031,Gambella Region,Agnuwak,Head cabbage,
3032,Gambella Region,Agnuwak,Eth. Cabbage,
3033,Gambella Region,Agnuwak,Tomatoes,
3034,Gambella Region,Agnuwak,Green peppers,
3035,Gambella Region,Agnuwak,Red peppers,
3036,Gambella Region,Agnuwak,Swiss chard,
3037,Gambella Region,Agnuwak,Carrots,
3038,Gambella Region,Agnuwak,Onions,
3039,Gambella Region,Agnuwak,Potatoes,
3040,Gambella Region,Agnuwak,Garlic,
3041,Gambella Region,Agnuwak,Taro / 'Godere',
3042,Gambella Region,Agnuwak,Sweet potatoes,
3043,Gambella Region,Agnuwak,Avocados,
3044,Gambella Region,Agnuwak,Banana,
3045,Gambella Region,Agnuwak,Guava,
3046,Gambella Region,Agnuwak,Lemons,
3047,Gambella Region,Agnuwak,Mangoes,
3048,Gambella Region,Agnuwak,Oranges,
3049,Gambella Region,Agnuwak,Papaya,
3050,Gambella Region,Agnuwak,Pineapple,
3051,Gambella Region,Agnuwak,Hop,
3052,Gambella Region,Agnuwak,Enset,
3053,Gambella Region,Agnuwak,Roses,
3054,Gambella Region,Agnuwak,Sorghum,
3055,Gambella Region,Agnuwak,Sesame,
3056,Gambella Region,Agnuwak,Beetroot,
3057,Gambella Region,Agnuwak,Hops,
3058,Gambella Region,Agnuwak,Sugar cane,
3059,Gambella Region,Agnuwak,Enset,
3060,Gambella Region,Nuware,Teff,
3061,Gambella Region,Nuware,Barley,
3062,Gambella Region,Nuware,wheat,
3063,Gambella Region,Nuware,Maize,68061.47
3064,Gambella Region,Nuware,Sorghum,
3065,Gambella Region,Nuware,Finger Millet,
3066,Gambella Region,Nuware,Oats,
3067,Gambella Region,Nuware,Rice,
3068,Gambella Region,Nuware,Faba Beans,
3069,Gambella Region,Nuware,Field Peas,
3070,Gambella Region,Nuware,Haricot beans,
3071,Gambella Region,Nuware,Chick-Peas,
3072,Gambella Region,Nuware,Lentils,
3073,Gambella Region,Nuware,Grass Peas,
3074,Gambella Region,Nuware,Soybeans,
3075,Gambella Region,Nuware,Fenugreek,
3076,Gambella Region,Nuware,Gibto,
3077,Gambella Region,Nuware,Niger Seeds,
3078,Gambella Region,Nuware,Groundnut,
3079,Gambella Region,Nuware,Sunflower,
3080,Gambella Region,Nuware,Sesame Seeds,
3081,Gambella Region,Nuware,Lettuce,
3082,Gambella Region,Nuware,Head cabbage,
3083,Gambella Region,Nuware,Eth. Cabbage,
3084,Gambella Region,Nuware,Tomatoes,
3085,Gambella Region,Nuware,Green peppers,
3086,Gambella Region,Nuware,Red peppers,
3087,Gambella Region,Nuware,Swiss chard,
3088,Gambella Region,Nuware,Carrots,
3089,Gambella Region,Nuware,Onions,
3090,Gambella Region,Nuware,Potatoes,
3091,Gambella Region,Nuware,Garlic,
3092,Gambella Region,Nuware,Taro / 'Godere',
3093,Gambella Region,Nuware,Sweet potatoes,
3094,Gambella Region,Nuware,Avocados,
3095,Gambella Region,Nuware,Banana,
3096,Gambella Region,Nuware,Guava,
3097,Gambella Region,Nuware,Lemons,
3098,Gambella Region,Nuware,Mangoes,
3099,Gambella Region,Nuware,Oranges,
3100,Gambella Region,Nuware,Papaya,
3101,Gambella Region,Nuware,Pineapple,
3102,Gambella Region,Nuware,Hop,
3103,Gambella Region,Nuware,Enset,
3104,Gambella Region,Nuware,Roses,
3105,Gambella Region,Nuware,Sorghum,
3106,Gambella Region,Nuware,Sesame,
3107,Gambella Region,Nuware,Beetroot,
3108,Gambella Region,Nuware,Hops,
3109,Gambella Region,Nuware,Sugar cane,
3110,Gambella Region,Nuware,Enset,
3111,Gambella Region,Mejenger,Teff,
3112,Gambella Region,Mejenger,Barley,
3113,Gambella Region,Mejenger,wheat,
3114,Gambella Region,Mejenger,Maize,12661.65
3115,Gambella Region,Mejenger,Sorghum,35993.17
3116,Gambella Region,Mejenger,Finger Millet,
3117,Gambella Region,Mejenger,Oats,
3118,Gambella Region,Mejenger,Rice,
3119,Gambella Region,Mejenger,Faba Beans,
3120,Gambella Region,Mejenger,Field Peas,
3121,Gambella Region,Mejenger,Haricot beans,
3122,Gambella Region,Mejenger,Chick-Peas,
3123,Gambella Region,Mejenger,Lentils,
3124,Gambella Region,Mejenger,Grass Peas,
3125,Gambella Region,Mejenger,Soybeans,
3126,Gambella Region,Mejenger,Fenugreek,
3127,Gambella Region,Mejenger,Gibto,
3128,Gambella Region,Mejenger,Niger Seeds,
3129,Gambella Region,Mejenger,Groundnut,
3130,Gambella Region,Mejenger,Sunflower,
3131,Gambella Region,Mejenger,Sesame Seeds,
3132,Gambella Region,Mejenger,Lettuce,
3133,Gambella Region,Mejenger,Head cabbage,
3134,Gambella Region,Mejenger,Eth. Cabbage,
3135,Gambella Region,Mejenger,Tomatoes,
3136,Gambella Region,Mejenger,Green peppers,
3137,Gambella Region,Mejenger,Red peppers,
3138,Gambella Region,Mejenger,Swiss chard,
3139,Gambella Region,Mejenger,Carrots,
3140,Gambella Region,Mejenger,Onions,
3141,Gambella Region,Mejenger,Potatoes,
3142,Gambella Region,Mejenger,Garlic,
3143,Gambella Region,Mejenger,Taro / 'Godere',
3144,Gambella Region,Mejenger,Sweet potatoes,
3145,Gambella Region,Mejenger,Avocados,
3146,Gambella Region,Mejenger,Banana,
3147,Gambella Region,Mejenger,Guava,
3148,Gambella Region,Mejenger,Lemons,
3149,Gambella Region,Mejenger,Mangoes,
3150,Gambella Region,Mejenger,Oranges,
3151,Gambella Region,Mejenger,Papaya,
3152,Gambella Region,Mejenger,Pineapple,
3153,Gambella Region,Mejenger,Hop,
3154,Gambella Region,Mejenger,Enset,
3155,Gambella Region,Mejenger,Roses,
3156,Gambella Region,Mejenger,Sorghum,
3157,Gambella Region,Mejenger,Sesame,
3158,Gambella Region,Mejenger,Beetroot,
3159,Gambella Region,Mejenger,Hops,
3160,Gambella Region,Mejenger,Sugar cane,
3161,Gambella Region,Mejenger,Enset,
3162,Gambella Region,Itang Special Woreda,Teff,
3163,Gambella Region,Itang Special Woreda,Barley,
3164,Gambella Region,Itang Special Woreda,wheat,
3165,Gambella Region,Itang Special Woreda,Maize,17137.65
3166,Gambella Region,Itang Special Woreda,Sorghum,
3167,Gambella Region,Itang Special Woreda,Finger Millet,
3168,Gambella Region,Itang Special Woreda,Oats,
3169,Gambella Region,Itang Special Woreda,Rice,
3170,Gambella Region,Itang Special Woreda,Faba Beans,
3171,Gambella Region,Itang Special Woreda,Field Peas,
3172,Gambella Region,Itang Special Woreda,Haricot beans,
3173,Gambella Region,Itang Special Woreda,Chick-Peas,
3174,Gambella Region,Itang Special Woreda,Lentils,
3175,Gambella Region,Itang Special Woreda,Grass Peas,
3176,Gambella Region,Itang Special Woreda,Soybeans,
3177,Gambella Region,Itang Special Woreda,Fenugreek,
3178,Gambella Region,Itang Special Woreda,Gibto,
3179,Gambella Region,Itang Special Woreda,Niger Seeds,
3180,Gambella Region,Itang Special Woreda,Groundnut,
3181,Gambella Region,Itang Special Woreda,Sunflower,
3182,Gambella Region,Itang Special Woreda,Sesame Seeds,
3183,Gambella Region,Itang Special Woreda,Lettuce,
3184,Gambella Region,Itang Special Woreda,Head cabbage,
3185,Gambella Region,Itang Special Woreda,Eth. Cabbage,
3186,Gambella Region,Itang Special Woreda,Tomatoes,
3187,Gambella Region,Itang Special Woreda,Green peppers,
3188,Gambella Region,Itang Special Woreda,Red peppers,
3189,Gambella Region,Itang Special Woreda,Swiss chard,
3190,Gambella Region,Itang Special Woreda,Carrots,
3191,Gambella Region,Itang Special Woreda,Onions,
3192,Gambella Region,Itang Special Woreda,Potatoes,
3193,Gambella Region,Itang Special Woreda,Garlic,
3194,Gambella Region,Itang Special Woreda,Taro / 'Godere',
3195,Gambella Region,Itang Special Woreda,Sweet potatoes,
3196,Gambella Region,Itang Special Woreda,Avocados,
3197,Gambella Region,Itang Special Woreda,Banana,
3198,Gambella Region,Itang Special Woreda,Guava,
3199,Gambella Region,Itang Special Woreda,Lemons,
3200,Gambella Region,Itang Special Woreda,Mangoes,
3201,Gambella Region,Itang Special Woreda,Oranges,
3202,Gambella Region,Itang Special Woreda,Papaya,
3203,Gambella Region,Itang Special Woreda,Pineapple,
3204,Gambella Region,Itang Special Woreda,Hop,
3205,Gambella Region,Itang Special Woreda,Enset,
3206,Gambella Region,Itang Special Woreda,Roses,
3207,Gambella Region,Itang Special Woreda,Sorghum,
3208,Gambella Region,Itang Special Woreda,Sesame,
3209,Gambella Region,Itang Special Woreda,Beetroot,
3210,Gambella Region,Itang Special Woreda,Hops,
3211,Gambella Region,Itang Special Woreda,Sugar cane,
3212,Gambella Region,Itang Special Woreda,Enset,
3213,Harari,Harari,Teff,
3214,Harari,Harari,Barley,
3215,Harari,Harari,wheat,
3216,Harari,Harari,Maize,
3217,Harari,Harari,Sorghum,
3218,Harari,Harari,Finger Millet,
3219,Harari,Harari,Oats,
3220,Harari,Harari,Rice,
3221,Harari,Harari,Faba Beans,
3222,Harari,Harari,Field Peas,
3223,Harari,Harari,Haricot beans,
3224,Harari,Harari,Chick-Peas,
3225,Harari,Harari,Lentils,
3226,Harari,Harari,Grass Peas,
3227,Harari,Harari,Soybeans,
3228,Harari,Harari,Fenugreek,
3229,Harari,Harari,Gibto,
3230,Harari,Harari,Niger Seeds,
3231,Harari,Harari,Groundnut,
3232,Harari,Harari,Sunflower,
3233,Harari,Harari,Sesame Seeds,
3234,Harari,Harari,Lettuce,
3235,Harari,Harari,Head cabbage,
3236,Harari,Harari,Eth. Cabbage,
3237,Harari,Harari,Tomatoes,
3238,Harari,Harari,Green peppers,
3239,Harari,Harari,Red peppers,
3240,Harari,Harari,Swiss chard,
3241,Harari,Harari,Carrots,
3242,Harari,Harari,Onions,
3243,Harari,Harari,Potatoes,
3244,Harari,Harari,Garlic,
3245,Harari,Harari,Taro / 'Godere',
3246,Harari,Harari,Sweet potatoes,
3247,Harari,Harari,Avocados,
3248,Harari,Harari,Banana,
3249,Harari,Harari,Guava,
3250,Harari,Harari,Lemons,
3251,Harari,Harari,Mangoes,
3252,Harari,Harari,Oranges,
3253,Harari,Harari,Papaya,
3254,Harari,Harari,Pineapple,
3255,Harari,Harari,Hop,
3256,Harari,Harari,Enset,
3257,Harari,Harari,Roses,
3258,Harari,Harari,Sorghum,
3259,Harari,Harari,Sesame,
3260,Harari,Harari,Beetroot,
3261,Harari,Harari,Hops,
3262,Harari,Harari,Sugar cane,
3263,Harari,Harari,Enset,
3264,Dire Dawa,Dire Dawa,Teff,
3265,Dire Dawa,Dire Dawa,Barley,
3266,Dire Dawa,Dire Dawa,wheat,
3267,Dire Dawa,Dire Dawa,Maize,
3268,Dire Dawa,Dire Dawa,Sorghum,
3269,Dire Dawa,Dire Dawa,Finger Millet,
3270,Dire Dawa,Dire Dawa,Oats,
3271,Dire Dawa,Dire Dawa,Rice,
3272,Dire Dawa,Dire Dawa,Faba Beans,
3273,Dire Dawa,Dire Dawa,Field Peas,
3274,Dire Dawa,Dire Dawa,Haricot beans,
3275,Dire Dawa,Dire Dawa,Chick-Peas,
3276,Dire Dawa,Dire Dawa,Lentils,
3277,Dire Dawa,Dire Dawa,Grass Peas,
3278,Dire Dawa,Dire Dawa,Soybeans,
3279,Dire Dawa,Dire Dawa,Fenugreek,
3280,Dire Dawa,Dire Dawa,Gibto,
3281,Dire Dawa,Dire Dawa,Niger Seeds,
3282,Dire Dawa,Dire Dawa,Groundnut,
3283,Dire Dawa,Dire Dawa,Sunflower,
3284,Dire Dawa,Dire Dawa,Sesame Seeds,
3285,Dire Dawa,Dire Dawa,Lettuce,
3286,Dire Dawa,Dire Dawa,Head cabbage,
3287,Dire Dawa,Dire Dawa,Eth. Cabbage,
3288,Dire Dawa,Dire Dawa,Tomatoes,
3289,Dire Dawa,Dire Dawa,Green peppers,
3290,Dire Dawa,Dire Dawa,Red peppers,
3291,Dire Dawa,Dire Dawa,Swiss chard,
3292,Dire Dawa,Dire Dawa,Carrots,
3293,Dire Dawa,Dire Dawa,Onions,
3294,Dire Dawa,Dire Dawa,Potatoes,
3295,Dire Dawa,Dire Dawa,Garlic,
3296,Dire Dawa,Dire Dawa,Taro / 'Godere',
3297,Dire Dawa,Dire Dawa,Sweet potatoes,
3298,Dire Dawa,Dire Dawa,Avocados,
3299,Dire Dawa,Dire Dawa,Banana,
3300,Dire Dawa,Dire Dawa,Guava,
3301,Dire Dawa,Dire Dawa,Lemons,
3302,Dire Dawa,Dire Dawa,Mangoes,
3303,Dire Dawa,Dire Dawa,Oranges,
3304,Dire Dawa,Dire Dawa,Papaya,
3305,Dire Dawa,Dire Dawa,Pineapple,
3306,Dire Dawa,Dire Dawa,Hop,
3307,Dire Dawa,Dire Dawa,Enset,
3308,Dire Dawa,Dire Dawa,Roses,
3309,Dire Dawa,Dire Dawa,Sorghum,
3310,Dire Dawa,Dire Dawa,Sesame,
3311,Dire Dawa,Dire Dawa,Beetroot,
3312,Dire Dawa,Dire Dawa,Hops,
3313,Dire Dawa,Dire Dawa,Sugar cane,
3314,Dire Dawa,Dire Dawa,Enset,
3315,S.N.N.P. Region,Guraghe,Teff,416918.9
3316,S.N.N.P. Region,Guraghe,Barley,449443.48
3317,S.N.N.P. Region,Guraghe,wheat,887908.62
3318,S.N.N.P. Region,Guraghe,Maize,1397888.42
3319,S.N.N.P. Region,Guraghe,Sorghum,9544.24
3320,S.N.N.P. Region,Guraghe,Finger Millet,
3321,S.N.N.P. Region,Guraghe,Oats,
3322,S.N.N.P. Region,Guraghe,Rice,
3323,S.N.N.P. Region,Guraghe,Faba Beans,89840.97
3324,S.N.N.P. Region,Guraghe,Field Peas,58192.69
3325,S.N.N.P. Region,Guraghe,Haricot beans,
3326,S.N.N.P. Region,Guraghe,Chick-Peas,
3327,S.N.N.P. Region,Guraghe,Lentils,
3328,S.N.N.P. Region,Guraghe,Grass Peas,
3329,S.N.N.P. Region,Guraghe,Soybeans,
3330,S.N.N.P. Region,Guraghe,Fenugreek,
3331,S.N.N.P. Region,Guraghe,Gibto,
3332,S.N.N.P. Region,Guraghe,Niger Seeds,
3333,S.N.N.P. Region,Guraghe,Groundnut,
3334,S.N.N.P. Region,Guraghe,Sunflower,
3335,S.N.N.P. Region,Guraghe,Sesame Seeds,
3336,S.N.N.P. Region,Guraghe,Lettuce,
3337,S.N.N.P. Region,Guraghe,Head cabbage,
3338,S.N.N.P. Region,Guraghe,Eth. Cabbage,355454.44
3339,S.N.N.P. Region,Guraghe,Tomatoes,
3340,S.N.N.P. Region,Guraghe,Green peppers,
3341,S.N.N.P. Region,Guraghe,Red peppers,
3342,S.N.N.P. Region,Guraghe,Swiss chard,
3343,S.N.N.P. Region,Guraghe,Carrots,
3344,S.N.N.P. Region,Guraghe,Onions,
3345,S.N.N.P. Region,Guraghe,Potatoes,
3346,S.N.N.P. Region,Guraghe,Garlic,21242.16
3347,S.N.N.P. Region,Guraghe,Taro / 'Godere',139365.93
3348,S.N.N.P. Region,Guraghe,Sweet potatoes,
3349,S.N.N.P. Region,Guraghe,Avocados,
3350,S.N.N.P. Region,Guraghe,Banana,53766.95
3351,S.N.N.P. Region,Guraghe,Guava,32265.29
3352,S.N.N.P. Region,Guraghe,Lemons,
3353,S.N.N.P. Region,Guraghe,Mangoes,
3354,S.N.N.P. Region,Guraghe,Oranges,9979.46
3355,S.N.N.P. Region,Guraghe,Papaya,43860.14
3356,S.N.N.P. Region,Guraghe,Pineapple,
3357,S.N.N.P. Region,Guraghe,Hop,19922.16
3358,S.N.N.P. Region,Guraghe,Enset,4392295.35
3359,S.N.N.P. Region,Guraghe,Roses,
3360,S.N.N.P. Region,Guraghe,Sorghum,
3361,S.N.N.P. Region,Guraghe,Sesame,
3362,S.N.N.P. Region,Guraghe,Beetroot,
3363,S.N.N.P. Region,Guraghe,Hops,
3364,S.N.N.P. Region,Guraghe,Sugar cane,
3365,S.N.N.P. Region,Guraghe,Enset,
3366,S.N.N.P. Region,Hadiya,Teff,697945.13
3367,S.N.N.P. Region,Hadiya,Barley,204055.85
3368,S.N.N.P. Region,Hadiya,wheat,1085579.81
3369,S.N.N.P. Region,Hadiya,Maize,718967.19
3370,S.N.N.P. Region,Hadiya,Sorghum,131601.75
3371,S.N.N.P. Region,Hadiya,Finger Millet,
3372,S.N.N.P. Region,Hadiya,Oats,
3373,S.N.N.P. Region,Hadiya,Rice,
3374,S.N.N.P. Region,Hadiya,Faba Beans,232251.36
3375,S.N.N.P. Region,Hadiya,Field Peas,45577.71
3376,S.N.N.P. Region,Hadiya,Haricot beans,52832.35
3377,S.N.N.P. Region,Hadiya,Chick-Peas,
3378,S.N.N.P. Region,Hadiya,Lentils,
3379,S.N.N.P. Region,Hadiya,Grass Peas,
3380,S.N.N.P. Region,Hadiya,Soybeans,
3381,S.N.N.P. Region,Hadiya,Fenugreek,
3382,S.N.N.P. Region,Hadiya,Gibto,
3383,S.N.N.P. Region,Hadiya,Niger Seeds,
3384,S.N.N.P. Region,Hadiya,Groundnut,
3385,S.N.N.P. Region,Hadiya,Sunflower,
3386,S.N.N.P. Region,Hadiya,Sesame Seeds,
3387,S.N.N.P. Region,Hadiya,Lettuce,
3388,S.N.N.P. Region,Hadiya,Head cabbage,
3389,S.N.N.P. Region,Hadiya,Eth. Cabbage,261439.99
3390,S.N.N.P. Region,Hadiya,Tomatoes,12866.42
3391,S.N.N.P. Region,Hadiya,Green peppers,18880.08
3392,S.N.N.P. Region,Hadiya,Red peppers,
3393,S.N.N.P. Region,Hadiya,Swiss chard,
3394,S.N.N.P. Region,Hadiya,Carrots,
3395,S.N.N.P. Region,Hadiya,Onions,5152.26
3396,S.N.N.P. Region,Hadiya,Potatoes,246875.68
3397,S.N.N.P. Region,Hadiya,Garlic,
3398,S.N.N.P. Region,Hadiya,Taro / 'Godere',516024.41
3399,S.N.N.P. Region,Hadiya,Sweet potatoes,69560.85
3400,S.N.N.P. Region,Hadiya,Avocados,
3401,S.N.N.P. Region,Hadiya,Banana,68349.02
3402,S.N.N.P. Region,Hadiya,Guava,227356.81
3403,S.N.N.P. Region,Hadiya,Lemons,296.63
3404,S.N.N.P. Region,Hadiya,Mangoes,
3405,S.N.N.P. Region,Hadiya,Oranges,22505.68
